"UTM Source","UTM Medium","UTM Campaign","UTM Content","UTM Term","Конверсия ([PRO] Рега на марафон запуск 2 - JS Отправка формы)","Достижения цели ([PRO] Рега на марафон запуск 2 - JS Отправка формы)","Целевые визиты ([PRO] Рега на марафон запуск 2 - JS Отправка формы)","Доход по цели ([PRO] Рега на марафон запуск 2 - JS Отправка формы), RUB","Целевые посетители ([PRO] Рега на марафон запуск 2 - JS Отправка формы)","Роботность ([PRO] Рега на марафон запуск 2 - JS Отправка формы)","Отказы ([PRO] Рега на марафон запуск 2 - JS Отправка формы)","Глубина просмотра ([PRO] Рега на марафон запуск 2 - JS Отправка формы)","Время на сайте ([PRO] Рега на марафон запуск 2 - JS Отправка формы)"
"vk","Orange","1029951354","174880184","Не определено","0.33333333333333326","2","1","0.0","1","0.0","0.0","7.0","00:03:55"
"vk","Orange","1029951354","174880186","Не определено","0.25","1","1","0.0","1","0.0","0.0","4.0","00:02:21"
"vk","Orange","1029951354","174880192","Не определено","0.33333333333333326","1","1","0.0","1","0.0","0.0","11.0","00:05:32"
"vk","Orange","1029951354","174880221","Не определено","0.5","1","1","0.0","1","0.0","0.0","10.0","00:01:16"
"vk","Orange","1029951354","174880227","Не определено","1.0","1","1","0.0","1","0.0","0.0","4.0","00:01:04"
"vk","Orange","1029952609","174898604","Не определено","0.5","1","1","0.0","1","0.0","0.0","4.0","00:00:30"
"vk","Orange","1029952609","174898616","Не определено","0.5","1","1","0.0","1","0.0","0.0","11.0","00:02:53"
"vk","Orange","1029952609","174898629","Не определено","0.25","1","1","0.0","1","0.0","0.0","9.0","00:07:24"
"vk","Orange","1029952609","174898648","Не определено","1.0","1","1","0.0","1","0.0","0.0","6.0","00:01:42"
"vk","Orange","1029952609","174898666","Не определено","1.0","1","1","0.0","1","0.0","0.0","7.0","00:02:01"
"vk","Orange","1029952609","174898674","Не определено","0.5","1","1","0.0","1","0.0","0.0","7.0","00:04:30"
"vk","Orange","1029952609","174898818","Не определено","0.5","1","1","0.0","1","0.0","0.0","5.0","00:01:40"
"vk","Orange","1029952609","174898826","Не определено","1.0","1","1","0.0","1","0.0","0.0","8.0","00:02:08"
"vk","Orange","1029952609","174898843","Не определено","0.5","1","1","0.0","1","0.0","0.0","7.0","00:02:20"
"vk","Orange","1029952695","174899878","Не определено","0.25","1","1","0.0","1","0.0","0.0","2.0","00:00:30"
"vk","Orange","1029952695","174899884","Не определено","1.0","1","1","0.0","1","0.0","0.0","3.0","00:00:36"
"vk","Orange","1029952695","174899898","Не определено","0.33333333333333326","1","1","0.0","1","0.0","0.0","2.0","00:05:10"
"vk","Orange","1029952695","174899921","Не определено","0.25","1","1","0.0","1","0.0","0.0","4.0","00:02:15"
"vk","Orange","1029952695","174899962","Не определено","0.5","1","1","0.0","1","0.0","0.0","7.0","00:03:30"
"vk","Orange","1029952695","174899976","Не определено","0.2","1","1","0.0","1","0.0","0.0","4.0","00:03:05"
"vk","Orange","1029952695","174899987","Не определено","0.5","1","1","0.0","1","0.0","0.0","4.0","00:02:07"
"vk","Orange","1029952695","174899992","Не определено","0.25","1","1","0.0","1","0.0","0.0","4.0","00:01:01"
"vk","Orange","1029952816","174904650","Не определено","1.0","1","1","0.0","1","0.0","0.0","6.0","00:02:11"
"vk","Orange","1029952816","174904654","Не определено","0.5","1","1","0.0","1","0.0","0.0","5.0","00:12:41"
"vk","Orange","1029952816","174904662","Не определено","1.0","1","1","0.0","1","0.0","0.0","7.0","00:02:15"
"vk","Orange","1029952816","174904667","Не определено","0.33333333333333326","1","1","0.0","1","0.0","0.0","4.0","00:00:26"
"vk","Orange","1029952816","174904670","Не определено","0.5","1","1","0.0","1","0.0","0.0","4.0","00:00:57"
"vk","Orange","1029952816","174904965","Не определено","0.5","1","1","0.0","1","0.0","0.0","2.0","00:00:24"
"vk","Orange","1029952816","174905123","Не определено","0.5","1","1","0.0","1","0.0","0.0","6.0","00:01:23"
"vk","Orange","1029952816","174905152","Не определено","1.0","1","1","0.0","1","0.0","0.0","7.0","00:01:29"
"vk","Orange","1029952816","174905170","Не определено","1.0","1","1","0.0","1","0.0","0.0","7.0","00:04:26"
"vk","Orange","1029952816","174905171","Не определено","0.33333333333333326","1","1","0.0","1","0.0","0.0","4.0","00:01:27"
"vk","Orange","1029955386","174934415","Не определено","1.0","1","1","0.0","1","0.0","0.0","4.0","00:02:04"
"vk","Orange","1029955386","174934553","Не определено","0.5","1","1","0.0","1","0.0","0.0","3.0","00:00:47"
"vk","Orange","1029955386","174934620","Не определено","1.0","1","1","0.0","1","0.0","0.0","3.0","00:00:56"
"vk","Orange","1029955386","174936300","Не определено","1.0","1","1","0.0","1","0.0","0.0","5.0","00:01:14"
"vk","Orange","1029955648","174937893","Не определено","0.5","1","1","0.0","1","0.0","0.0","6.0","00:03:32"
"vk","Orange","1029955648","174937955","Не определено","0.5","1","1","0.0","1","0.0","0.0","4.0","00:00:49"
"vk","Orange","1029955648","174938029","Не определено","1.0","1","1","0.0","1","0.0","0.0","8.0","00:01:16"
"vk","Orange","1029955648","174938137","Не определено","0.33333333333333326","1","1","0.0","1","0.0","0.0","10.0","00:06:54"
"vk","Orange","1029955648","174938149","Не определено","0.5","1","1","0.0","1","0.0","0.0","2.0","00:00:46"
"vk","Orange","1029955648","174938220","Не определено","0.5","1","1","0.0","1","0.0","0.0","10.0","00:03:24"
"vk","Orange","1029955648","174938226","Не определено","1.0","1","1","0.0","1","0.0","0.0","3.0","00:01:04"
"vk","Orange","1029955648","174938287","Не определено","0.33333333333333326","1","1","0.0","1","0.0","0.0","2.0","00:01:57"
"vk","Orange","1029955648","174938313","Не определено","1.0","1","1","0.0","1","0.0","0.0","8.0","00:03:19"
"vk","Orange","1029955648","174938360","Не определено","1.0","1","1","0.0","1","0.0","0.0","5.0","00:00:57"
"vk","Orange","1029955648","174938421","Не определено","1.0","1","1","0.0","1","0.0","0.0","4.0","00:00:56"
"vk","Orange","1029955648","174938440","Не определено","0.2","1","1","0.0","1","0.0","0.0","2.0","00:01:27"
"vk","Orange","1029961334","175017456","Не определено","1.0","1","1","0.0","1","0.0","0.0","4.0","00:00:43"
"vk","Orange","1029961334","175017472","Не определено","0.25","1","1","0.0","1","0.0","0.0","2.0","00:00:52"
"vk","Orange","1029961334","175017509","Не определено","0.25","1","1","0.0","1","0.0","0.0","1.0","00:02:51"
"vk","Orange","1029961334","175017538","Не определено","1.0","1","1","0.0","1","0.0","0.0","7.0","00:02:27"
"vk","Orange","1029961334","175017557","Не определено","1.0","1","1","0.0","1","0.0","0.0","7.0","00:02:24"
"vk","Orange","1029961334","175017597","Не определено","0.33333333333333326","1","1","0.0","1","0.0","0.0","6.0","00:25:57"
"vk","Orange","1029961334","175017629","Не определено","1.0","1","1","0.0","1","0.0","0.0","4.0","00:00:44"
"vk","Orange","1029961334","175017654","Не определено","0.33333333333333326","1","1","0.0","1","0.0","0.0","8.0","00:01:21"
"vk","Orange","1029963309","175041260","Не определено","1.0","1","1","0.0","1","0.0","0.0","8.0","00:03:25"
"vk","Orange","1029963309","175041277","Не определено","1.0","1","1","0.0","1","0.0","0.0","4.0","00:03:02"
"vk","Orange","1029963309","175041287","Не определено","0.5","1","1","0.0","1","0.0","0.0","2.0","00:02:12"
"vk","Orange","1029963309","175041297","Не определено","1.0","1","1","0.0","1","0.0","0.0","4.0","00:01:28"
"vk","Orange","1029963309","175041310","Не определено","0.33333333333333326","1","1","0.0","1","0.0","0.0","4.0","00:04:33"
"vk","Orange","1029965647","175070687","Не определено","1.0","1","1","0.0","1","0.0","0.0","3.0","00:00:51"
"vk","Orange","1029965647","175070705","Не определено","0.2","1","1","0.0","1","0.0","0.0","5.0","00:02:15"
"vk","Orange","1029965647","175070768","Не определено","0.5","1","1","0.0","1","0.0","0.0","8.0","00:01:40"
"vk","Orange","1029965647","175070773","Не определено","1.0","1","1","0.0","1","0.0","0.0","5.0","00:02:59"
"vk","Orange","1029965696","175071530","Не определено","1.0","1","1","0.0","1","0.0","0.0","7.0","00:01:44"
"vk","Orange","1029965696","175071594","Не определено","1.0","1","1","0.0","1","0.0","0.0","7.0","00:01:20"
"vk","Orange","1029965696","175071639","Не определено","0.33333333333333326","1","1","0.0","1","0.0","0.0","6.0","00:30:00"
"vk","Orange","1029965696","175071651","Не определено","1.0","1","1","0.0","1","0.0","0.0","3.0","00:02:58"
"vk","Orange","1029965696","175071664","Не определено","0.5","1","1","0.0","1","0.0","0.0","4.0","00:01:28"
"vk","Orange","1029965696","175071682","Не определено","0.33333333333333326","1","1","0.0","1","0.0","0.0","2.0","00:01:13"
"vk","Orange","1029965696","175071729","Не определено","0.14285714285714285","1","1","0.0","1","0.0","0.0","4.0","00:01:38"
"vk","Orange","1029965696","175071740","Не определено","0.25","1","1","0.0","1","0.0","0.0","2.0","00:01:26"
"vk","Orange","1029965696","175071743","Не определено","0.5","1","1","0.0","1","0.0","0.0","7.0","00:02:17"
"vk","Orange","1029965696","175071752","Не определено","0.5","1","1","0.0","1","0.0","0.0","8.0","00:04:08"
"vk","Orange","1029965930","175075064","Не определено","0.33333333333333326","1","1","0.0","1","0.0","0.0","8.0","00:01:35"
"vk","Orange","1029965930","175075074","Не определено","0.5","1","1","0.0","1","0.0","0.0","7.0","00:01:29"
"vk","Orange","1029965930","175075081","Не определено","1.0","1","1","0.0","1","0.0","0.0","4.0","00:00:41"
"vk","Orange","1029965930","175075129","Не определено","0.5","1","1","0.0","1","0.0","0.0","2.0","00:01:35"
"vk","Orange","1029965930","175075205","Не определено","1.0","1","1","0.0","1","0.0","0.0","4.0","00:00:55"
"vk","Orange","1029965930","175075304","Не определено","0.5","1","1","0.0","1","0.0","0.0","2.0","00:01:17"
"vk","Orange","1029966173","175078175","Не определено","0.5","1","1","0.0","1","0.0","0.0","4.0","00:02:10"
"vk","Orange","1029966173","175078186","Не определено","0.16666666666666663","1","1","0.0","1","0.0","0.0","5.0","00:04:17"
"vk","Orange","1029966173","175078251","Не определено","0.5","1","1","0.0","1","0.0","0.0","2.0","00:00:21"
"vk","Orange","1029966173","175078258","Не определено","0.33333333333333326","1","1","0.0","1","0.0","0.0","4.0","00:00:54"
"vk","Orange","1029966173","175078265","Не определено","1.0","1","1","0.0","1","0.0","0.0","7.0","00:00:46"
"vk","Orange","1029966173","175078288","Не определено","0.16666666666666663","1","1","0.0","1","0.0","0.0","6.0","00:01:09"
"vk","Orange","1029966173","175078308","Не определено","0.5","1","1","0.0","1","0.0","0.0","7.0","00:01:39"
"vk","Orange","1029966173","175078384","Не определено","1.0","1","1","0.0","1","0.0","0.0","10.0","00:03:10"
"vk","Orange","1029966173","175078391","Не определено","0.33333333333333326","1","1","0.0","1","0.0","0.0","2.0","00:00:51"
"vk","Orange","1029966173","175078402","Не определено","0.25","1","1","0.0","1","0.0","0.0","2.0","00:01:55"
"vk","Orange","1029966173","175078410","Не определено","1.0","1","1","0.0","1","0.0","0.0","5.0","00:00:58"
"vk","Orange","1029966173","175078449","Не определено","0.33333333333333326","1","1","0.0","1","0.0","0.0","4.0","00:00:54"
"vk","Orange","1029966173","175078556","Не определено","0.5","1","1","0.0","1","0.0","0.0","8.0","00:07:08"
"vk","Orange","1029966756","175086164","Не определено","1.0","1","1","0.0","1","0.0","0.0","4.0","00:01:37"
"vk","Orange","1029966756","175086239","Не определено","0.33333333333333326","1","1","0.0","1","0.0","0.0","6.0","00:04:11"
"vk","Orange","1029966756","175086257","Не определено","0.5","1","1","0.0","1","0.0","0.0","7.0","00:02:49"
"vk","Orange","1029966756","175086283","Не определено","1.0","1","1","0.0","1","0.0","0.0","7.0","00:02:39"
"vk","Orange","1029966756","175086307","Не определено","1.0","1","1","0.0","1","0.0","0.0","7.0","00:03:24"
"vk","Orange","1029966756","175086330","Не определено","0.25","1","1","0.0","1","0.0","0.0","9.0","00:04:27"
"vk","Orange","1029966757","175086229","Не определено","0.2","1","1","0.0","1","0.0","0.0","7.0","00:02:36"
"vk","Orange","1029966757","175086286","Не определено","0.5","1","1","0.0","1","0.0","0.0","3.0","00:01:46"
"vk","Orange","1029966757","175086393","Не определено","1.0","1","1","0.0","1","0.0","0.0","7.0","00:05:09"
"vk","Orange","1029966757","175086429","Не определено","1.0","1","1","0.0","1","0.0","0.0","4.0","00:00:53"
"vk","Orange","1029966757","175101126","Не определено","0.5","1","1","0.0","1","0.0","0.0","3.0","00:02:36"
"vk","Orange","1029966757","175101470","Не определено","1.0","1","1","0.0","1","0.0","0.0","7.0","00:02:04"
"vk","Orange","1029966757","175101545","Не определено","1.0","1","1","0.0","1","0.0","0.0","4.0","00:01:47"
"vk","Orange","1029966757","175101571","Не определено","1.0","1","1","0.0","1","0.0","0.0","4.0","00:01:58"
"vk","Orange","1029967944","175103019","Не определено","0.25","1","1","0.0","1","0.0","0.0","3.0","00:00:18"
"vk","Orange","1029967944","175103263","Не определено","0.2","1","1","0.0","1","0.0","0.0","8.0","00:07:46"
"vk","Orange","1029967944","175103271","Не определено","0.33333333333333326","1","1","0.0","1","0.0","0.0","7.0","00:02:48"
"vk","Orange","1029967944","175103518","Не определено","0.33333333333333326","1","1","0.0","1","0.0","0.0","7.0","00:03:50"
"vk","Orange","1029967944","175103948","Не определено","0.5","1","1","0.0","1","0.0","0.0","4.0","00:00:26"
"vk","Orange","1029967944","175170356","Не определено","0.33333333333333326","1","1","0.0","1","0.0","0.0","6.0","00:02:58"
"vk","Orange","1029967944","175170365","Не определено","0.33333333333333326","1","1","0.0","1","0.0","0.0","4.0","00:00:53"
"vk","Orange","1029967944","175170368","Не определено","0.5","1","1","0.0","1","0.0","0.0","4.0","00:02:15"
"vk","Orange","1029967944","175170370","Не определено","0.25","1","1","0.0","1","0.0","0.0","4.0","00:00:33"
"vk","Orange","1029967944","175170375","Не определено","1.0","1","1","0.0","1","0.0","0.0","4.0","00:01:16"
"vk","Orange","1029967944","175170387","Не определено","0.33333333333333326","1","1","0.0","1","0.0","0.0","7.0","00:01:51"
"vk","Orange","1029970947","175146612","Не определено","1.0","1","1","0.0","1","0.0","0.0","3.0","00:08:49"
"vk","Orange","1029970947","175146701","Не определено","0.5","1","1","0.0","1","0.0","0.0","8.0","00:14:05"
"vk","Orange","1029970947","175146719","Не определено","0.33333333333333326","1","1","0.0","1","0.0","0.0","4.0","00:00:40"
"vk","Orange","1029970947","175146768","Не определено","0.25","1","1","0.0","1","0.0","0.0","4.0","00:03:23"
"vk","Orange","1029971529","175154168","Не определено","0.5","1","1","0.0","1","0.0","0.0","6.0","00:15:34"
"vk","Orange","1029971529","175154223","Не определено","0.16666666666666663","1","1","0.0","1","0.0","0.0","2.0","00:00:18"
"vk","Orange","1029971529","175154227","Не определено","0.14285714285714285","1","1","0.0","1","0.0","0.0","5.0","00:01:21"
"vk","Orange","1029971529","175154277","Не определено","0.2","1","1","0.0","1","0.0","0.0","4.0","00:01:21"
"vk","Orange","1029971529","175154281","Не определено","1.0","1","1","0.0","1","0.0","0.0","6.0","00:01:12"
"vk","Orange","1029971529","175154288","Не определено","0.5","1","1","0.0","1","0.0","0.0","2.0","00:00:43"
"vk","Orange","1029971529","175154312","Не определено","0.25","1","1","0.0","1","0.0","0.0","4.0","00:01:12"
"vk","Orange","1029971529","175154334","Не определено","0.5","1","1","0.0","1","0.0","0.0","4.0","00:05:00"
"vk","Orange","1029971529","175154363","Не определено","0.25","1","1","0.0","1","0.0","0.0","2.0","00:03:05"
"vk","Orange","1029971529","175154370","Не определено","0.5","2","1","0.0","1","0.0","0.0","8.0","00:01:37"
"vk","Orange","1029971825","175157504","Не определено","0.5","1","1","0.0","1","0.0","0.0","9.0","00:02:21"
"vk","Orange","1029971825","175157614","Не определено","0.5","1","1","0.0","1","0.0","0.0","8.0","00:04:09"
"vk","Orange","1029971825","175157643","Не определено","1.0","1","1","0.0","1","0.0","0.0","4.0","00:01:01"
"vk","Orange","1029973639","175181933","Не определено","1.0","1","1","0.0","1","0.0","0.0","11.0","00:21:35"
"vk","Orange","1029973639","175181955","Не определено","1.0","1","1","0.0","1","0.0","0.0","5.0","00:01:11"
"vk","Orange","1029973639","175183362","Не определено","1.0","1","1","0.0","1","0.0","0.0","4.0","00:01:51"
"vk","Orange","1029973639","175183399","Не определено","0.14285714285714285","1","1","0.0","1","0.0","0.0","7.0","00:01:31"
"vk","Orange","1029973639","175183455","Не определено","1.0","1","1","0.0","1","0.0","0.0","4.0","00:00:43"
"vk","Orange","1029973639","175183660","Не определено","1.0","1","1","0.0","1","0.0","0.0","8.0","00:02:56"
"vk","Orange","1029973639","175183969","Не определено","1.0","1","1","0.0","1","0.0","0.0","4.0","00:01:55"
"vk","Orange","1029973639","175184005","Не определено","1.0","1","1","0.0","1","0.0","0.0","4.0","00:00:29"
"vk","Orange","1029973639","175184110","Не определено","1.0","1","1","0.0","1","0.0","0.0","4.0","00:00:45"
"vk","Orange","1029973639","175184114","Не определено","1.0","1","1","0.0","1","0.0","0.0","10.0","00:02:58"
"vk","Orange","1029978348","175264357","Не определено","0.33333333333333326","1","1","0.0","1","0.0","0.0","2.0","00:01:06"
"vk","Orange","1029978348","175264416","Не определено","1.0","1","1","0.0","1","0.0","0.0","7.0","00:02:19"
"vk","Orange","1029978348","175264451","Не определено","0.5","1","1","0.0","1","0.0","0.0","4.0","00:00:16"
"vk","Orange","1029978348","175264460","Не определено","0.5","1","1","0.0","1","0.0","0.0","4.0","00:01:14"
"vk","Orange","1029978348","175264588","Не определено","0.25","1","1","0.0","1","0.0","0.0","4.0","00:01:39"
"vk","Orange","1029978477","175266465","Не определено","0.5","1","1","0.0","1","0.0","0.0","5.0","00:01:32"
"vk","Orange","1029978477","175266499","Не определено","0.25","1","1","0.0","1","0.0","0.0","8.0","00:01:40"
"vk","Orange","1029978477","175266513","Не определено","0.25","1","1","0.0","1","0.0","0.0","4.0","00:01:06"
"vk","Orange","1029978477","175266518","Не определено","0.33333333333333326","1","1","0.0","1","0.0","0.0","5.0","00:02:32"
"vk","Orange","1029978477","175266563","Не определено","0.5","1","1","0.0","1","0.0","0.0","2.0","00:00:28"
"vk","Orange","1029978477","175266566","Не определено","1.0","1","1","0.0","1","0.0","0.0","7.0","00:04:09"
"vk","Orange","1029978477","175266575","Не определено","1.0","1","1","0.0","1","0.0","0.0","7.0","00:03:06"
"vk","Orange","1029978477","175266598","Не определено","1.0","1","1","0.0","1","0.0","0.0","4.0","00:01:24"
"vk","Orange","1029978477","175266602","Не определено","0.5","1","1","0.0","1","0.0","0.0","4.0","00:00:57"
"vk","Orange","1029978477","175266632","Не определено","1.0","1","1","0.0","1","0.0","0.0","8.0","00:21:21"
"vk","Orange","1029978477","175266673","Не определено","1.0","1","1","0.0","1","0.0","0.0","3.0","00:01:58"
"vk","Orange","1029978477","175266679","Не определено","0.2","1","1","0.0","1","0.0","0.0","4.0","00:05:07"
"vk","Orange","1029980031","175293320","Не определено","0.2","1","1","0.0","1","0.0","0.0","5.0","00:01:17"
"vk","Orange","1029980031","175293322","Не определено","0.25","1","1","0.0","1","0.0","0.0","4.0","00:01:43"
"vk","Orange","1029980031","175293339","Не определено","0.25","1","1","0.0","1","0.0","0.0","10.0","00:07:25"
"vk","Orange","1029980031","175293347","Не определено","0.5","1","1","0.0","1","0.0","0.0","6.0","00:01:47"
"vk","Orange","1029980031","175293353","Не определено","1.0","1","1","0.0","1","0.0","0.0","4.0","00:00:45"
"vk","Orange","1029980031","175293368","Не определено","1.0","1","1","0.0","1","0.0","0.0","5.0","00:04:13"
"vk","Orange","1029980031","175293375","Не определено","0.5","1","1","0.0","1","0.0","0.0","4.0","00:00:24"
"vk","Orange","1029980031","175293389","Не определено","0.5","1","1","0.0","1","0.0","0.0","2.0","00:00:56"
"vk","Orange","1029980031","175293391","Не определено","0.25","1","1","0.0","1","0.0","0.0","2.0","00:00:21"
"vk","Orange","1029980031","175293431","Не определено","0.33333333333333326","1","1","0.0","1","0.0","0.0","4.0","00:01:37"
"vk","Orange","1029980031","175293440","Не определено","0.25","1","1","0.0","1","0.0","0.0","6.0","00:28:56"
"vk","Orange","1029980031","175293463","Не определено","0.16666666666666663","1","1","0.0","1","0.0","0.0","4.0","00:00:21"
"vk","Orange","1029980031","175293466","Не определено","0.33333333333333326","1","1","0.0","1","0.0","0.0","4.0","00:00:51"
"vk","Orange","1029980031","175293477","Не определено","0.2","1","1","0.0","1","0.0","0.0","3.0","00:00:38"
"vk","Orange","1029980031","175293503","Не определено","0.33333333333333326","1","1","0.0","1","0.0","0.0","2.0","00:01:34"
"vk","Orange","1029980031","175293506","Не определено","0.5","1","1","0.0","1","0.0","0.0","5.0","00:02:06"
"vk","Orange","1029980219","175297202","Не определено","0.25","1","1","0.0","1","0.0","0.0","2.0","00:01:15"
"vk","Orange","1029980219","175297210","Не определено","1.0","1","1","0.0","1","0.0","0.0","4.0","00:01:36"
"vk","Orange","1029980219","175297250","Не определено","0.16666666666666663","1","1","0.0","1","0.0","0.0","4.0","00:00:51"
"vk","Orange","1029980219","175297315","Не определено","0.25","1","1","0.0","1","0.0","0.0","4.0","00:01:33"
"vk","Orange","1029980219","175297338","Не определено","0.33333333333333326","1","1","0.0","1","0.0","0.0","3.0","00:00:48"
"vk","Orange","1029981119","175313872","Не определено","1.0","1","1","0.0","1","0.0","0.0","4.0","00:00:48"
"vk","Orange","1029981119","175313875","Не определено","1.0","1","1","0.0","1","0.0","0.0","6.0","00:01:15"
"vk","Orange","1029981119","175313894","Не определено","1.0","1","1","0.0","1","0.0","0.0","4.0","00:01:27"
"vk","Orange","1029981119","175313901","Не определено","0.5","1","1","0.0","1","0.0","0.0","8.0","00:09:49"
"vk","Orange","1029983189","175345401","Не определено","0.5","1","1","0.0","1","0.0","0.0","4.0","00:02:31"
"vk","Orange","1029983189","175345429","Не определено","0.16666666666666663","1","1","0.0","1","0.0","0.0","3.0","00:00:56"
"vk","Orange","1029983189","175345438","Не определено","0.5","1","1","0.0","1","0.0","0.0","2.0","00:00:59"
"vk","Orange","1029983189","175345454","Не определено","0.5","1","1","0.0","1","0.0","0.0","3.0","00:01:48"
"vk","Orange","1029983343","175348141","Не определено","1.0","1","1","0.0","1","0.0","0.0","7.0","00:10:23"
"vk","Orange","1029983343","175348150","Не определено","0.5","1","1","0.0","1","0.0","0.0","11.0","00:07:24"
"vk","Orange","1029983343","175348325","Не определено","0.33333333333333326","1","1","0.0","1","0.0","0.0","8.0","00:02:01"
"vk","Orange","1029983343","175349250","Не определено","1.0","1","1","0.0","1","0.0","0.0","4.0","00:01:22"
"vk","Orange","1029984512","175364571","Не определено","0.5","1","1","0.0","1","0.0","0.0","4.0","00:00:32"
"vk","Orange","1029984512","175364603","Не определено","1.0","1","1","0.0","1","0.0","0.0","7.0","00:01:13"
"vk","Orange","1029987705","175407781","Не определено","0.16666666666666663","1","1","0.0","1","0.0","0.0","10.0","00:02:58"
"vk","Orange","1029987705","175407806","Не определено","0.5","1","1","0.0","1","0.0","0.0","4.0","00:02:59"
"vk","Orange","1029987705","175407869","Не определено","0.5","1","1","0.0","1","0.0","0.0","5.0","00:01:37"
"vk","Orange","1029988059","175413549","Не определено","1.0","1","1","0.0","1","0.0","0.0","7.0","00:01:23"
"vk","Orange","1029988059","175414351","Не определено","1.0","1","1","0.0","1","0.0","0.0","8.0","00:01:18"
"vk","Orange","1029988059","175414654","Не определено","0.5","1","1","0.0","1","0.0","0.0","5.0","00:01:25"
"vk","Orange","1029988745","175428115","Не определено","0.5","1","1","0.0","1","0.0","0.0","4.0","00:01:48"
"vk","Orange","1029988745","175428425","Не определено","0.33333333333333326","1","1","0.0","1","0.0","0.0","7.0","00:07:52"
"vk","Orange","1029992587","175479012","Не определено","1.0","1","1","0.0","1","0.0","0.0","4.0","00:01:12"
"vk","Orange","1029992587","175479034","Не определено","0.25","1","1","0.0","1","0.0","0.0","4.0","00:01:04"
"vk","Orange","1029992587","175479173","Не определено","0.33333333333333326","1","1","0.0","1","0.0","0.0","4.0","00:01:03"
"vk","Orange","1029992587","175479224","Не определено","0.5","1","1","0.0","1","0.0","0.0","7.0","00:01:43"
"vk","Orange","1029992587","175479272","Не определено","0.33333333333333326","1","1","0.0","1","0.0","0.0","2.0","00:02:22"
"vk","Orange","1029992587","175479331","Не определено","0.5","1","1","0.0","1","0.0","0.0","4.0","00:02:23"
"vk","Orange","1029992587","175479335","Не определено","0.5","1","1","0.0","1","0.0","0.0","9.0","00:10:35"
"vk","Orange","1029992587","175479362","Не определено","1.0","1","1","0.0","1","0.0","0.0","4.0","00:01:14"
"vk","Orange","1029992587","175479373","Не определено","0.25","1","1","0.0","1","0.0","0.0","6.0","00:08:26"
"vk","Orange","1029992587","175479374","Не определено","0.25","1","1","0.0","1","0.0","0.0","3.0","00:01:10"
"vk","Orange","1029992587","175479420","Не определено","0.5","1","1","0.0","1","0.0","0.0","2.0","00:00:38"
"vk","Orange","1029994262","175508762","Не определено","1.0","1","1","0.0","1","0.0","0.0","4.0","00:01:10"
"vk","Orange","1030000719","175601277","Не определено","0.33333333333333326","1","1","0.0","1","0.0","0.0","13.0","00:10:53"
"vk","Orange","1030000719","175601312","Не определено","0.33333333333333326","1","1","0.0","1","0.0","0.0","2.0","00:02:32"
"vk","Orange","1030000719","175601329","Не определено","0.5","1","1","0.0","1","0.0","0.0","5.0","00:01:16"
"vk","Orange","1030000719","175601389","Не определено","0.14285714285714285","1","1","0.0","1","0.0","0.0","5.0","00:02:58"
"vk","Orange","1030000719","175601455","Не определено","0.33333333333333326","1","1","0.0","1","0.0","0.0","6.0","00:01:20"
"vk","Orange","1030000719","175601465","Не определено","0.5","1","1","0.0","1","0.0","0.0","2.0","00:01:38"
"vk","Orange","1030000719","175601545","Не определено","1.0","1","1","0.0","1","0.0","0.0","3.0","00:03:40"
"vk","Orange","1030000719","175601549","Не определено","0.33333333333333326","1","1","0.0","1","0.0","0.0","7.0","00:02:02"
"vk","Orange","1030000719","175601570","Не определено","1.0","1","1","0.0","1","0.0","0.0","4.0","00:02:10"
"vk","Orange","1030002678","175632075","Не определено","1.0","1","1","0.0","1","0.0","0.0","4.0","00:00:50"
"vk","Orange","1030002678","175632078","Не определено","1.0","1","1","0.0","1","0.0","0.0","7.0","00:01:20"
"vk","Orange","1030002678","175632084","Не определено","0.33333333333333326","1","1","0.0","1","0.0","0.0","5.0","00:01:53"
"vk","Orange","1030002678","175632102","Не определено","1.0","1","1","0.0","1","0.0","0.0","8.0","00:05:09"
"vk","Orange","1030003455","175642655","Не определено","1.0","1","1","0.0","1","0.0","0.0","9.0","00:04:30"
"vk","Orange","1030003455","175642809","Не определено","0.33333333333333326","1","1","0.0","1","0.0","0.0","5.0","00:01:26"
"vk","Orange","1030003455","175642983","Не определено","1.0","1","1","0.0","1","0.0","0.0","6.0","00:01:48"
"vk","Orange","1030003455","175643051","Не определено","0.5","1","1","0.0","1","0.0","0.0","8.0","00:05:48"
"vk","Orange","1030003455","175643159","Не определено","0.33333333333333326","1","1","0.0","1","0.0","0.0","7.0","00:01:31"
"vk","Orange","1030003493","175643682","Не определено","1.0","1","1","0.0","1","0.0","0.0","3.0","00:01:46"
"vk","Orange","1030003493","175643784","Не определено","0.2","1","1","0.0","1","0.0","0.0","3.0","00:07:52"
"vk","Orange","1030003493","175643842","Не определено","1.0","1","1","0.0","1","0.0","0.0","7.0","00:02:02"
"vk","Orange","1030003493","175643850","Не определено","0.5","1","1","0.0","1","0.0","0.0","4.0","00:03:20"
"vk","Orange","1030003689","175647134","Не определено","0.5","1","1","0.0","1","0.0","0.0","12.0","00:03:07"
"vk","Orange","1030003689","175647186","Не определено","0.25","1","1","0.0","1","0.0","0.0","5.0","00:05:00"
"vk","Orange","1030003689","175647256","Не определено","0.2","1","1","0.0","1","0.0","0.0","5.0","00:01:27"
